cms_certification_number_ccn,provider_name,provider_address,citytown,state,zip_code,telephone_number,provider_ssa_county_code,countyparish,urban,ownership_type,number_of_certified_beds,average_number_of_residents_per_day,average_number_of_residents_per_day_footnote,provider_type,provider_resides_in_hospital,legal_business_name,date_first_approved_to_provide_medicare_and_medicaid_services,chain_name,chain_id,number_of_facilities_in_chain,chain_average_overall_5star_rating,chain_average_health_inspection_rating,chain_average_staffing_rating,chain_average_qm_rating,continuing_care_retirement_community,special_focus_status,abuse_icon,most_recent_health_inspection_more_than_2_years_ago,provider_changed_ownership_in_last_12_months,with_a_resident_and_family_council,automatic_sprinkler_systems_in_all_required_areas,overall_rating,overall_rating_footnote,health_inspection_rating,health_inspection_rating_footnote,qm_rating,qm_rating_footnote,longstay_qm_rating,longstay_qm_rating_footnote,shortstay_qm_rating,shortstay_qm_rating_footnote,staffing_rating,staffing_rating_footnote,reported_staffing_footnote,physical_therapist_staffing_footnote,reported_nurse_aide_staffing_hours_per_resident_per_day,reported_lpn_staffing_hours_per_resident_per_day,reported_rn_staffing_hours_per_resident_per_day,reported_licensed_staffing_hours_per_resident_per_day,reported_total_nurse_staffing_hours_per_resident_per_day,total_number_of_nurse_staff_hours_per_resident_per_day_on_t_4a14,registered_nurse_hours_per_resident_per_day_on_the_weekend,reported_physical_therapist_staffing_hours_per_resident_per_day,total_nursing_staff_turnover,total_nursing_staff_turnover_footnote,registered_nurse_turnover,registered_nurse_turnover_footnote,number_of_administrators_who_have_left_the_nursing_home,administrator_turnover_footnote,nursing_casemix_index,nursing_casemix_index_ratio,casemix_nurse_aide_staffing_hours_per_resident_per_day,casemix_lpn_staffing_hours_per_resident_per_day,casemix_rn_staffing_hours_per_resident_per_day,casemix_total_nurse_staffing_hours_per_resident_per_day,casemix_weekend_total_nurse_staffing_hours_per_resident_per_day,adjusted_nurse_aide_staffing_hours_per_resident_per_day,adjusted_lpn_staffing_hours_per_resident_per_day,adjusted_rn_staffing_hours_per_resident_per_day,adjusted_total_nurse_staffing_hours_per_resident_per_day,adjusted_weekend_total_nurse_staffing_hours_per_resident_per_day,rating_cycle_1_standard_survey_health_date,rating_cycle_1_total_number_of_health_deficiencies,rating_cycle_1_number_of_standard_health_deficiencies,rating_cycle_1_number_of_complaint_health_deficiencies,rating_cycle_1_health_deficiency_score,rating_cycle_1_number_of_health_revisits,rating_cycle_1_health_revisit_score,rating_cycle_1_total_health_score,rating_cycle_2_standard_health_survey_date,rating_cycle_23_total_number_of_health_deficiencies,rating_cycle_2_number_of_standard_health_deficiencies,rating_cycle_23_number_of_complaint_health_deficiencies,rating_cycle_23_health_deficiency_score,rating_cycle_23_number_of_health_revisits,rating_cycle_23_health_revisit_score,rating_cycle_23_total_health_score,total_weighted_health_survey_score,number_of_citations_from_infection_control_inspections,number_of_fines,total_amount_of_fines_in_dollars,number_of_payment_denials,total_number_of_penalties,location,latitude,longitude,geocoding_footnote,processing_date
345531,NC State Veterans Home - Salisbury,"1601 Brenner Ave., Building #10",Salisbury,NC,28145,7046384200,790,Rowan,Y,Government - State,99,77.1,,Medicare and Medicaid,N,NC DEPT OF MILITARY AND VETERANS AFFAIRS NC DIVISION OF VETER AFFAIRS,2004-11-22,,,,,,,,N,,N,N,N,Resident,Yes,4,,2,,5,,5,,,2,5,,,,3.39138,0.86425,1.23713,2.10138,5.49276,4.39446,0.64418,0.05737,44.0,,19.0,,0,,1.36024,0.97741,2.27926,0.84087,0.66397,3.78410,3.35700,3.44556,0.87806,1.25689,5.58051,4.46466,2025-12-12,12,12,1,86,1,0,86,2024-08-08,3,3,0,16,1,0,16,68.500,,1,19145.00,0,1,"1601 Brenner Ave., Building #10,Salisbury,NC,28145",35.6613,-80.447,22,2026-04-01
345532,Liberty Commons Nursing and Rehabilitation Center,310 Commerce Drive,Sanford,NC,27332,9194992206,520,Lee,N,For profit - Limited Liability company,80,74.2,,Medicare and Medicaid,N,LIBERTY HEALTHCARE GROUP LLC,2004-12-07,LIBERTY SENIOR LIVING,310,37,2.6,2.9,2.1,3.0,N,,N,N,N,Resident,Yes,3,,4,,3,,3,,3,,1,,,,1.84129,0.93639,0.37180,1.30820,3.14948,2.84049,0.32545,0.05426,65.8,,66.7,,,26,1.32223,0.95009,2.21556,0.81738,0.64541,3.67835,3.26319,1.92448,0.97870,0.38860,3.29179,2.96883,2025-05-05,2,2,0,12,1,0,12,2024-04-04,12,10,5,48,1,0,48,21.000,,0,0.00,0,0,"310 Commerce Drive,Sanford,NC,27332",35.4213,-79.125,,2026-04-01
345533,The Cedars of Chapel Hill,101 Green Cedar Lane,Chapel Hill,NC,27517,9192597903,310,Durham,Y,Non profit - Other,12,9.4,,Medicare,N,THE CEDARS OF CHAPEL HILL CLUB INC,2005-04-29,,,,,,,,Y,,N,N,N,Both,Yes,4,,5,,1,,,2,1,,,2,6,6,,,,,,,,,,26,,26,,26,,,,,,,,,,,,,2025-04-30,0,0,0,0,0,0,0,2024-06-04,3,3,0,8,1,0,8,2.000,,0,0.00,0,0,"101 Green Cedar Lane,Chapel Hill,NC,27517",35.909,-79.008,,2026-04-01
345534,Sanford Health & Rehabilitation Co,2702 Farrell Road,Sanford,NC,27330,9197769602,520,Lee,N,For profit - Limited Liability company,131,102.5,,Medicare and Medicaid,N,SANFORD HEALTH AND REHABILITATION CO LLC,2005-06-08,SANSTONE HEALTH & REHABILITATION,465,17,4.1,3.6,2.8,4.5,N,,N,N,N,Resident,Yes,4,,4,,3,,3,,3,,3,,,,2.15532,1.28459,0.23891,1.52350,3.67882,3.29083,0.17701,0.05329,28.9,,50.0,,0,,1.26402,0.90826,2.11802,0.78139,0.61700,3.51641,3.11952,2.35645,1.40447,0.26120,4.02212,3.59793,2025-04-04,1,1,0,4,1,0,4,2024-01-24,7,6,2,44,1,0,44,14.000,,1,10527.00,0,1,"2702 Farrell Road,Sanford,NC,27330",35.5686,-79.125,,2026-04-01
345535,Adams Farm Living & Rehabilitation,5100 Mackay Road,Jamestown,NC,27282,3368555596,400,Guilford,Y,For profit - Corporation,120,100.6,,Medicare and Medicaid,N,ADAMS FARM LIVING INC,2005-11-01,CENTURY CARE MANAGEMENT,131,7,4.1,4.1,2.9,3.6,N,,N,N,N,Resident,Yes,2,,2,,3,,4,,2,,2,,,,2.30950,0.88810,0.39331,1.28141,3.59091,3.16202,0.24760,0.06493,58.7,,54.5,,0,,1.38250,0.99340,2.31655,0.85463,0.67483,3.84601,3.41193,2.30862,0.88776,0.39316,3.58954,3.16082,2025-12-05,6,1,5,72,1,0,72,2024-08-21,2,2,1,16,1,0,16,58.000,,1,24252.00,0,1,"5100 Mackay Road,Jamestown,NC,27282",36.0158,-79.898,,2026-04-01
345537,"Peak Resources-Wilmington, Inc",2305 Silver Stream Lane,Wilmington,NC,28401,9103623621,640,New Hanover,Y,For profit - Corporation,110,90.8,,Medicare and Medicaid,N,PEAK RESOURCES - WILMINGTON INC,2005-09-30,"PEAK RESOURCES, INC.",397,9,3.4,3.6,2.4,3.0,N,,Y,N,N,Resident,Yes,1,,2,,1,,2,,1,,4,,,,2.21779,1.01218,0.36301,1.37518,3.59297,3.35228,0.17724,0.01764,30.1,,40.0,,0,,1.21106,0.87021,2.02928,0.74865,0.59115,3.36908,2.98882,2.53078,1.15503,0.41424,4.10005,3.82539,2025-03-07,7,7,4,28,1,0,28,2024-01-12,16,13,7,112,1,0,112,49.000,,2,58713.00,1,3,"2305 Silver Stream Lane,Wilmington,NC,28401",34.1973,-77.933,,2026-04-01
345538,PruittHealth-Raleigh,2420 Lake Wheeler Road,Raleigh,NC,27603,9197550226,910,Wake,Y,For profit - Corporation,150,145.8,,Medicare and Medicaid,N,"PRUITTHEALTH - RALEIGH, LLC",2006-03-01,PRUITTHEALTH,434,96,2.9,2.8,2.4,3.7,N,,N,N,N,Resident,Yes,3,,3,,3,,2,,3,,2,,,,1.78886,1.07871,0.49092,1.56963,3.35850,2.90032,0.17197,0.07958,40.7,,45.5,,0,,1.38966,0.99855,2.32855,0.85906,0.67833,3.86594,3.42961,1.77897,1.07274,0.48821,3.33991,2.88428,2026-01-15,5,3,2,20,1,0,20,2024-11-15,16,5,13,76,1,0,76,34.000,,2,16152.00,0,2,"2420 Lake Wheeler Road,Raleigh,NC,27603",35.7474,-78.674,,2026-04-01
345539,The Arbor,300 Clynelish Close,Pittsboro,NC,27312,9195452690,180,Chatham,Y,Non profit - Corporation,16,8.4,,Medicare,N,"GALLOWAY RIDGE, INC",2006-09-28,,,,,,,,Y,,N,N,N,Resident,Yes,5,,4,,3,,,2,3,,5,,,,2.63118,2.13768,1.39921,3.53689,6.16807,6.88909,1.45110,0.28613,10.0,,,27,0,,1.31546,0.94522,2.20421,0.81319,0.64211,3.65951,3.24647,2.76423,2.24577,1.46996,6.47996,7.23744,2025-03-12,1,1,0,16,0,0,16,2024-01-10,5,5,0,20,1,0,20,17.000,,2,6350.00,0,2,"300 Clynelish Close,Pittsboro,NC,27312",35.7929,-79.097,,2026-04-01
345541,Lakeside Health & Rehab Center,13825 Hunton Lane,Huntersville,NC,28078,7048972700,590,Mecklenburg,Y,Government - Federal,114,104.8,,Medicare and Medicaid,N,"LAKESIDE HEALTH & REHAB CENTER, LLC",2007-10-31,SABER HEALTHCARE GROUP,461,126,3.0,2.7,2.3,4.0,N,,N,N,N,Resident,Yes,3,,3,,4,,4,,4,,2,,,,1.88324,0.85269,0.60962,1.46230,3.34555,2.97930,0.42660,0.12210,78.0,,68.2,,1,,1.25651,0.90287,2.10545,0.77675,0.61334,3.49553,3.10101,2.07128,0.93782,0.67049,3.67959,3.27677,2025-12-11,4,4,1,20,1,0,20,2024-09-27,11,3,8,56,1,0,56,29.000,1,2,11629.00,0,2,"13825 Hunton Lane,Huntersville,NC,28078",35.4192,-80.868,,2026-04-01
345542,The Forest At Duke Inc,2701 Pickett Road,Durham,NC,27705,9194908000,310,Durham,Y,Non profit - Corporation,4,1.9,,Medicare,N,THE FOREST AT DUKE INC,2008-02-11,,,,,,,,Y,,N,N,N,Resident,Yes,4,,5,,,2,,2,,2,1,24,6,6,,,,,,,,,,26,,26,,26,,,,,,,,,,,,,2024-11-19,1,1,0,0,0,0,0,2023-12-06,0,0,0,0,0,0,0,0.000,,0,0.00,0,0,"2701 Pickett Road,Durham,NC,27705",35.975,-78.949,,2026-04-01
345543,Bermuda Commons Nursing and Rehabilitation Center,316 NC Highway 801 South,Advance,NC,27006,3369980240,290,Davie,Y,For profit - Limited Liability company,117,110.1,,Medicare and Medicaid,N,LIBERTY HEALTHCARE GROUP LLC,2008-02-18,LIBERTY SENIOR LIVING,310,37,2.6,2.9,2.1,3.0,N,,N,N,N,Resident,Yes,1,,2,,2,,3,,1,,1,,,,2.15255,0.67621,0.30334,0.97955,3.13209,2.78503,0.16766,0.03759,41.4,,36.4,,3,,1.35286,0.97210,2.26689,0.83631,0.66037,3.76357,3.33879,2.19886,0.69076,0.30987,3.19949,2.84496,2025-03-06,9,9,0,44,1,0,44,2024-01-11,12,11,6,76,1,0,76,52.000,0,2,28043.00,0,2,"316 NC Highway 801 South,Advance,NC,27006",36.0104,-80.447,22,2026-04-01
345544,Asbury Health and Rehabilitation Center,3211 Bishops Way Lane,Charlotte,NC,28215,7045327000,590,Mecklenburg,Y,Non profit - Other,120,112.5,,Medicare and Medicaid,N,"ALDERSGATE UNITED METHODIST RETIREMENT COMMUNITY, INC.",2008-07-16,,,,,,,,Y,,N,N,N,Resident,Yes,2,,2,,4,,5,,4,,3,,,,2.94898,1.27802,0.49619,1.77421,4.72319,4.39988,0.41812,0.14350,99.2,,100.0,,0,,1.29971,0.93391,2.17783,0.80345,0.63442,3.61570,3.20761,3.13562,1.35891,0.52760,5.02213,4.67836,2025-09-30,5,5,1,36,1,0,36,2024-10-16,7,7,0,124,1,0,124,58.000,,2,47996.00,0,2,"3211 Bishops Way Lane,Charlotte,NC,28215",35.2329,-80.769,,2026-04-01
345546,The Rosewood Health Center,8710 Cypress Club Drive,Raleigh,NC,27615,9198709007,910,Wake,Y,Non profit - Corporation,57,45.8,,Medicare,N,"THE CYPRESS OF RALEIGH CLUB, INC.",2009-01-06,,,,,,,,N,,N,N,N,Both,Yes,5,,4,,2,,3,,1,,5,,,,3.42720,1.81997,0.87374,2.69371,6.12091,5.85566,0.59258,0.08747,23.6,,11.1,,0,,1.15218,0.82790,1.93062,0.71225,0.56241,3.20528,2.84351,4.11073,2.18295,1.04800,7.34168,7.02352,2025-06-06,3,3,0,16,1,0,16,2024-03-08,0,0,0,0,0,0,0,12.000,,0,0.00,0,0,"8710 Cypress Club Drive,Raleigh,NC,27615",35.8979,-78.66,,2026-04-01
345547,Camden Health and Rehabilitation,1 Marithe Court,Greensboro,NC,27407,3368529700,400,Guilford,Y,For profit - Limited Liability company,135,121.5,,Medicare and Medicaid,N,"CAMDEN HEALTH AND REHABILITATION, LLC",2009-08-26,SANSTONE HEALTH & REHABILITATION,465,17,4.1,3.6,2.8,4.5,N,,N,N,N,Resident,Yes,4,,4,,4,,4,,4,,3,,,,2.60456,0.78050,0.32075,1.10125,3.70582,3.30907,0.19755,0.04451,37.5,,31.3,,0,,1.32750,0.95388,2.22439,0.82063,0.64799,3.69301,3.27620,2.71144,0.81253,0.33391,3.85788,3.44485,2025-07-03,0,0,0,0,0,0,0,2024-03-27,6,4,2,28,1,0,28,7.000,,0,0.00,0,0,"1 Marithe Court,Greensboro,NC,27407",36.0511,-79.883,,2026-04-01
345548,Ashton Health and Rehabilitation,5533 Burlington Road,McLeansville,NC,27301,3366980045,400,Guilford,Y,For profit - Limited Liability company,134,120.6,,Medicare and Medicaid,N,ASHTON HEALTH AND REHABILITATION LLC,2009-11-19,SANSTONE HEALTH & REHABILITATION,465,17,4.1,3.6,2.8,4.5,N,,N,N,N,Resident,Yes,5,,4,,5,,5,,5,,2,,,,2.47541,1.01178,0.17041,1.18219,3.65760,3.25692,0.13509,0.12684,41.3,,52.6,,0,,1.37705,0.98949,2.30742,0.85127,0.67217,3.83086,3.39849,2.48426,1.01539,0.17102,3.67067,3.26855,2025-07-03,1,0,1,20,0,0,20,2024-05-01,3,2,3,12,1,0,12,18.000,0,1,8788.00,0,1,"5533 Burlington Road,McLeansville,NC,27301",36.0848,-79.667,,2026-04-01
345549,Brunswick Rehabilitation and Healthcare Center,1070 Old Ocean Highway,Bolivia,NC,28422,9107555955,090,Brunswick,Y,For profit - Limited Liability company,90,77.1,,Medicare and Medicaid,N,BRUNSWICK OPERATOR LLC,2010-01-06,YAD HEALTHCARE,640,13,1.7,2.2,1.5,2.9,N,,N,N,N,Resident,Yes,1,,1,,2,,1,,2,,1,,,,1.91495,1.15889,0.34252,1.50141,3.41636,3.23698,0.29031,0.06268,76.5,,83.3,,1,,1.28016,0.91986,2.14507,0.79137,0.62488,3.56131,3.15936,2.06725,1.25106,0.36976,3.68807,3.49442,2025-03-05,17,17,5,104,1,0,104,2024-03-27,13,6,8,242,1,0,242,138.500,,2,109733.00,1,3,"1070 Old Ocean Highway,Bolivia,NC,28422",34.0372,-78.239,,2026-04-01
345550,White Oak of Waxhaw,700 Howie Mine Road,Waxhaw,NC,28173,7042437640,890,Union,Y,For profit - Limited Liability company,100,89.3,,Medicare and Medicaid,N,Legal Business Name Not Available,2010-04-15,WHITE OAK MANAGEMENT,564,14,3.1,2.9,3.6,3.6,N,,N,N,N,Resident,Yes,5,,5,,3,,4,,3,,3,,,,2.56413,1.01905,0.39984,1.41889,3.98302,3.69813,0.16271,0.08756,41.6,,61.5,,0,,1.38171,0.99283,2.31523,0.85414,0.67445,3.84382,3.40998,2.56462,1.01925,0.39991,3.98378,3.69883,2025-09-24,0,0,0,0,0,0,0,2024-08-02,0,0,0,0,0,0,0,0.000,0,0,0.00,0,0,"700 Howie Mine Road,Waxhaw,NC,28173",34.9265,-80.735,,2026-04-01
345551,PruittHealth-Carolina Point,5935 Mount Sinai Road,Durham,NC,27705,9194022450,310,Durham,Y,For profit - Corporation,138,106.1,,Medicare and Medicaid,N,"PRUITTHEALTH - CAROLINA POINT, LLC",2010-06-15,PRUITTHEALTH,434,96,2.9,2.8,2.4,3.7,N,,N,N,N,Resident,Yes,1,,2,,3,,4,,2,,1,,,,1.95000,1.12833,0.43420,1.56253,3.51253,2.79020,0.26364,0.09167,70.2,,83.3,,0,,1.35686,0.97498,2.27359,0.83879,0.66232,3.77470,3.34866,1.98609,1.14921,0.44223,3.57753,2.84184,2026-02-11,4,3,2,24,0,0,24,2024-10-17,12,6,7,143,1,0,143,53.750,,2,52901.00,0,2,"5935 Mount Sinai Road,Durham,NC,27705",35.9903,-78.995,,2026-04-01
345552,The Shannon Gray Rehabilitation & Recovery Center,2005 Shannon Gray Court,Jamestown,NC,27282,3363074729,400,Guilford,Y,For profit - Corporation,150,101.8,,Medicare and Medicaid,N,"GREATEST GENERATION, INC.",2010-07-09,,,,,,,,N,,N,N,N,Resident,Yes,4,,4,,3,,2,,3,,2,,,,2.37794,1.15836,0.33824,1.49660,3.87455,3.45089,0.18678,0.01492,56.1,,68.4,,2,,1.24967,0.89796,2.09398,0.77252,0.61000,3.47650,3.08412,2.62969,1.28100,0.37405,4.28474,3.81623,2025-04-03,5,4,2,20,1,0,20,2024-01-11,1,1,0,8,1,0,8,17.000,,0,0.00,0,0,"2005 Shannon Gray Court,Jamestown,NC,27282",35.9891,-79.951,,2026-04-01
345553,Autumn Care of Fayetteville,1401 71st School Road,Fayetteville,NC,28314,9108674960,250,Cumberland,Y,For profit - Corporation,90,84.7,,Medicare and Medicaid,N,"AUTUMN CARE OF FAYETTEVILLE, LLC",2011-03-24,SABER HEALTHCARE GROUP,461,126,3.0,2.7,2.3,4.0,N,,N,N,N,Both,Yes,5,,5,,4,,5,,2,,2,,,,2.11365,0.96555,0.41862,1.38417,3.49782,3.07517,0.19977,0.06757,44.9,,45.5,,0,,1.41762,1.01863,2.37539,0.87634,0.69197,3.94371,3.49859,2.06050,0.94127,0.40810,3.40987,2.99785,2025-01-09,1,1,0,4,1,0,4,2023-12-14,1,0,1,8,0,0,8,5.000,,0,0.00,0,0,"1401 71st School Road,Fayetteville,NC,28314",35.0458,-79.008,,2026-04-01
