rpt_rec_num,Provider CCN,Facility Name,Street Address,City,State Code,Zip Code,County,Medicare CBSA Number,Rural versus Urban,Fiscal Year Begin Date,Fiscal Year End Date,Type of Control,Total Days Title V,Total Days Title XVIII,Total Days Title XIX,Total Days Other,Total Days Total,Number of Beds,Total Bed Days Available,Total Discharges Title V,Total Discharges Title XVIII,Total Discharges Title XIX,Total Discharges Title Other,Total Discharges Total,SNF Average Length of Stay Title V,SNF Average Length of Stay Title XVIII,SNF Average Length of Stay Title XIX,SNF Average Length of Stay Total,SNF Admissions Title V,SNF Admissions Title XVIII,SNF Admissions Title XIX,SNF Admissions Other,SNF Admissions Total,SNF Days Title V,SNF Days Title XVIII,SNF Days Title XIX,SNF Days Other,SNF Days Total,SNF Number of Beds,SNF Bed Days Available,SNF Discharges Title V,SNF Discharges Title XVIII,SNF Discharges Title XIX,SNF Discharges Title Other,SNF Discharges Total,NF Number of Beds,NF Bed Days Available,NF Days Title V,NF Days Title XIX,NF Days Other,NF Days Total,NF Discharges Title V,NF Discharges Title XIX,NF Discharges Title Other,NF Discharges Total,NF Average Length of Stay Title V,NF Average Length of Stay Title XIX,NF Average Length of Stay Total,NF Admissions Title V,NF Admissions Title XIX,NF Admissions Other,NF Admissions Total,Total RUG Days,Total Salaries From Worksheet A,Overhead Non-Salary Costs,Total Charges,Total Costs,Wage-related Costs (core),Total Salaries (adjusted),Contract Labor,Cash on hand and in banks,Temporary Investments,Notes Receivable,Accounts Receivable,Less: Allowances for uncollectible notes and accounts receivable,Inventory,Prepaid expenses,Other current assets,Total Current Assets,Land,Land improvements,Buildings,Leasehold improvements,Fixed equipment,Major movable equipment,Minor equipment depreciable,Total fixed Assets,Investments,Other Assets,Total other Assets,Total Assets,Accounts payable,"Salaries, wages, and fees payable",Payroll taxes payable,Notes and Loans Payable (short term),Deferred income,Other current liabilities,Total current liabilities,Mortgage payable,Notes Payable,Unsecured Loans,Other long term liabilities,Total long term liabilities,Total liabilities,General fund balance,Total fund balances,Total Liabilities and fund balances,Total General Inpatient Care Services Revenue,Inpatient Revenue,Outpatient Revenue,Gross Revenue,Less Contractual Allowance and discounts on patients' accounts,Net Patient Revenue,Less Total Operating Expense,Net Income from service to patients,Total Other Income,Total Income,Net Income,Inpatient PPS Amount,Nursing and Allied Health Education Activities,Allowable Bad Debts
1389828,345416,ML BERMUDA VILLAGE LLC,142 BERMUDA VILLAGE DRIVE,ADVANCE,NC,27006,DAVIE,49180,U,2023-01-01,2023-12-31,2,,2224,,8495,10719,57,20805,,99,,103,202,,22.46,,53.06,,75,,132,207,,2224,,8495,10719,36,13140,,99,,103,202,,,,,,,,,,,,,,,,,,,5661713,11370978,1906941,1286099,453675,5661713,,772182,,,1496130,665664,17099,106796,,1701636,6343981,50916,28539451,,,1721468,,33836058,,,,35537694,1358464,608778,,955000,,,705697,39792028,,,,39792028,40497725,-4960031,-4960031,35537694,4334381,17074476,,17074476,1062524,16011952,17032691,-1020739,800234,-220505,-220505,1322574,,
1390450,345234,HARBORVIEW LUMBERTON,1555 WILLIS AVENUE,LUMBERTON,NC,28358,ROBESON,99934,R,2023-01-01,2023-12-31,4,,2224,28405,4293,34922,122,44530,,64,543,236,843,,34.75,52.31,41.43,,82,491,270,843,,2224,28405,4293,34922,122,44530,,64,543,236,843,,,,,,,,,,,,,,,,,,,4757960,7240646,2166139,1024087,546934,4757960,,-138576,,,1766411,367493,,62007,,1329076,,,15733014,75789,,154269,,15912359,,253760,253760,17495195,662191,228716,,217609,,15719032,16827548,,,,,,16827548,667647,667647,17495195,11205252,13371391,,13371391,1299004,12072387,12421541,-349154,34545,-314609,-314609,1243010,,122681
1390586,345191,SURRY COMMUNITY HEALTH CENTER BY HAR,542 ALLRED MILL ROAD,MOUNT AIRY,NC,27030,SURRY,99934,R,2023-01-01,2023-12-31,4,,3521,22510,10644,36675,120,43800,,118,275,284,677,,29.84,81.85,54.17,,142,240,302,684,,3521,22510,10644,36675,120,43800,,118,275,284,677,,,,,,,,,,,,,,,,,,,4275016,7030171,2529886,1288068,477410,4275016,,-123505,,,2244797,396397,,57772,,1781099,,,15474974,97499,,105496,,15625980,,249600,249600,17656679,813654,177170,,214041,,13670326,14875191,,,,,,14875191,2781488,2781488,17656679,12155043,14684929,,14684929,1544536,13140393,11762917,1377476,107673,1485149,1485149,1937785,,275593
1390714,345195,EDGECOMBE HEALTH CENTER BY HARBORVIE,1000 WESTERN BOULEVARD,TARBORO,NC,27886,EDGECOMBE,40580,U,2023-01-01,2023-12-31,4,,6210,35631,6996,48837,159,58035,,172,413,196,781,,36.1,86.27,62.53,,228,340,210,778,,6210,35631,6996,48837,159,58035,,172,413,196,781,,,,,,,,,,,,,,,,,,,5133587,9577690,3266028,1505354,638577,5133587,,-31781,,,1269184,179925,,73252,,1131430,,,20504374,103980,,189040,,20737619,,330227,330227,22199276,718106,307617,,283605,,18347373,19656701,,,,,,19656701,2542575,2542575,22199276,16082560,19348588,,19348588,2483047,16865541,15308322,1557219,54555,1611774,1611774,3857739,,334143
1390986,345168,MACGREGOR DOWNS HEALTH CENTER BY HAR,2910 MACGREGOR DOWNS DRIVE,GREENVILLE,NC,27834,PITT,24780,U,2023-01-01,2023-12-31,4,,10152,24891,11590,46633,152,55480,,370,200,442,1012,,27.44,124.46,46.08,,394,166,447,1007,,10152,24891,11590,46633,152,55480,,370,200,442,1012,,,,,,,,,,,,,,,,,,,6959496,8617978,6019772,2534898,899243,6959496,,-128036,,,2996241,691178,,77673,,2258033,,,19601637,130514,,91366,,19776671,,316160,316160,22350864,888112,315787,,271119,,16010474,17485492,,,,,,17485492,4865372,4865372,22350864,16373850,22393622,,22393622,4041691,18351931,16175335,2176596,74868,2251464,2251464,6417872,,477178
1391238,345423,WILMED NURSING CARE CENTER,1705 S. TARBORO ST,WILSON,NC,27893,WILSON,99934,R,2023-03-01,2024-02-29,4,,5496,15611,1687,22794,90,32940,,196,17,10,223,,28.04,918.29,102.22,,228,5,5,238,,5496,15611,1687,22794,90,32940,,196,17,10,223,,,,,,,,,,,,,,,,,,,3322041,5328844,1479904,1611824,696458,3322041,,143574,,,1837882,,15605,33534,,2011442,,,,,195755,,,89667,,40707,40707,2141816,479876,162102,,,,43507,685485,,-1699287,,19,1284620,1970105,171711,171711,2141816,5541120,7021024,4573,7025597,1490490,5535107,8650885,-3115778,19,-3115759,-3115759,2531244,,94994
1391378,345253,THE LODGE AT MILLS RIVER,5593 OLD HAYWOOD ROAD,MILLS RIVER,NC,28759,HENDERSON,11700,U,2023-01-01,2023-12-31,4,,9591,2339,3723,15653,50,18250,,314,7,87,408,,30.54,334.14,38.37,,356,3,76,435,,9591,2339,3723,15653,50,18250,,314,7,87,408,,,,,,,,,,,,,,,,,,,2503226,4759359,3893505,1946901,390035,2503226,948253,1112266,,,857915,24112,,2164,,1961626,,8175,12842107,68834,,727818,,12130001,,183333,183333,14274960,238142,117288,33611,,,12132095,12523681,,,,,,12523681,1751279,1751279,14274960,6352696,10254562,,10254562,1826018,8428544,7262585,1165959,29651,1195610,1195610,6142740,,14864
1391379,345268,AUTUMN CARE OF MARSHVILLE,311 W PHIFER ROAD,MARSHVILLE,NC,28103-1332,UNION,16740,U,2023-01-01,2023-12-31,4,,971,19450,8169,28590,120,43800,,26,93,116,235,,37.35,209.14,112.12,,49,58,114,221,,971,19450,4581,25002,110,40150,,26,93,104,223,,,,,,,,,,,,,,,,,,,3715653,5112236,1450607,866288,472508,3715653,1069635,27691,,,964907,228997,,24150,,875874,,,,172793,,257160,,240734,,,1073459,2190067,318850,148972,23416,,,4154,495392,,,,,,495392,1694675,1694675,2190067,6618079,8265200,,8265200,-801941,9067141,8827889,239252,1926,241178,241178,638282,,17496
1391380,345575,BRUNSWICK HEALTH & REHAB CENTER LLC,9600 NO. 5 SCHOOL ROAD,ASH,NC,28420-2122,BRUNSWICK,34820,U,2023-01-01,2023-12-31,4,,3130,15214,14254,32598,100,36500,,138,63,290,491,,22.68,241.49,66.39,,185,21,289,495,,3130,15214,14254,32598,100,36500,,138,63,290,491,,,,,,,,,,,,,,,,,,,5308180,5570372,3058566,1109708,703227,5308180,661742,29297,,,1563540,250506,,21112,,1365308,,,,173397,,334989,,261661,,,,1626969,293624,199921,30831,,,2736,527112,,,,,47044,574156,1052813,1052813,1626969,8141988,11200557,,11200557,-42106,11242663,10878552,364111,14083,378194,378194,1864069,,6424
1392492,345063,HARMONY PARK AT WILSON,1804 FOREST HILLS ROAD,WILSON,NC,27893-3413,WILSON,99934,R,2023-01-01,2023-12-31,4,,760,20756,5448,26964,110,40150,,22,93,103,218,,34.55,223.18,123.69,,30,82,124,236,,760,20756,5448,26964,110,40150,,22,93,103,218,,,,,,,,,,,,,,,,,,,3133731,6490437,871870,1074851,313117,3133731,,21991,,,2175448,167123,,22479,-272107,1780688,,,79114,,,91886,,154654,,33037,33037,1968379,1470714,76777,,,,931924,2479415,,-42708,,,-42708,2436707,-468328,-468328,1968379,8599272,9471142,,9471142,457284,9013858,9624168,-610310,14867,-595443,-595444,444796,,24515
1392635,345078,GIVENS HIGHLAND FARMS,200 TABERNACLE ROAD,BLACK MOUNTAIN,NC,28711,BUNCOMBE,11700,U,2023-01-01,2023-12-31,4,,2699,3723,11575,17997,60,21900,,74,6,81,161,,36.47,620.5,111.78,,102,1,62,165,,2699,3723,11575,17997,60,21900,,74,6,81,161,,,,,,,,,,,,,,,,,,,7168287,14610694,1395376,1089325,1052246,7168287,1329200,30099811,,,1157716,106000,,89383,,36452746,1945840,907563,79290836,,4135213,,,81311277,,1365069,1365069,119129092,6850289,3400912,,4222663,,5977,14932425,54983431,,,64147228,119130659,134063084,-14933992,-14933992,119129092,6172429,21627854,,21627854,507415,21120439,21778981,-658542,-13,-658555,-658555,1633168,,3800
1392636,345096,AHSNF - HUNTERSVILLE OAKS,12019 VERHOFF DRIVE,HUNTERSVILLE,NC,28078,MECKLENBURG,16740,U,2023-01-01,2023-12-31,2,,540,18945,4489,23974,168,61320,,13,39,34,86,,41.54,485.77,278.77,,46,32,11,89,,540,18945,4489,23974,168,61320,,13,39,34,86,,,,,,,,,,,,,,,,,,,5611185,8430541,1395514,1153358,1165429,5611185,364547,260,,,1322785,455362,,,,-6294546,1019592,148365,26608332,,1854966,,,16803770,,,,10509224,238486,,,,,40129,278615,,,,,,278615,10230609,10230609,10509224,6386176,7236662,,7236662,421074,6815588,14041726,-7226138,82300,-7143838,-7143838,428576,,4400
1392637,345097,AHSNF - JESSE HELMS,1411 DOVE STREET,MONROE,NC,28112,UNION,16740,U,2023-01-01,2023-12-31,2,,1978,8320,11467,21765,70,25550,,60,32,124,216,,32.97,260,100.76,,158,16,33,207,,1978,8320,11467,21765,70,25550,,60,32,124,216,,,,,,,,,,,,,,,,,,,3944508,5139255,1930434,1190803,783208,3944508,377649,,,,927487,68810,,1048,,47194,95773,2017,8823242,,901235,,,2275479,,,,2322673,115323,,,,,34943,150266,,,,,,150266,2172407,2172407,2322673,4808925,6739359,,6739359,1264334,5475025,9083763,-3608738,23469,-3585269,-3585269,1204114,,9096
1392638,345140,PIEDMONT HEALTH & REHAB,610 WEST FISHER STREET,SALISBURY,NC,28144,ROWAN,16740,U,2022-12-01,2023-12-31,4,,104,7871,1081,9056,58,23698,,1,23,5,29,,104,342.22,311.93,,2,13,9,24,,104,7871,1071,9046,58,22968,,1,23,5,29,,,,,,,,,,,,,,,,,,,1819475,2129093,120129,94189,233649,1819475,369395,5087,,,246422,34115,,8603,,225997,,,,28086,,38410,,59499,,6105,6105,291601,146473,70504,11012,,,213,228202,,,,,1223822,1452024,-1160423,-1160423,291601,1372116,1536001,,1536001,-1163557,2699558,3948568,-1249010,88587,-1160423,-1160423,66197,,7000
1392639,345173,HARNETT HEALTHCARE GROUP  LLC,54 RED MULBERRY WAY,LILLINGTON,NC,27546-9633,HARNETT,22180,U,2023-01-01,2023-12-31,4,,2084,20338,9256,31678,96,35040,,82,86,170,338,,25.41,236.49,93.72,,113,39,190,342,,2084,20338,9256,31678,96,35040,,82,86,170,338,,,,,,,,,,,,,,,,,,,4358797,5024301,1783879,831072,587033,4358797,515248,10072,,,1104523,188333,11314,11361,,948937,,,,179038,,567284,,168779,,,7435434,8553150,286513,163296,27871,,,644,478324,,,,,,478324,8074826,8074826,8553150,8390805,10206394,,10206394,-966606,11173000,9383098,1789902,51,1789953,1789953,1218652,,13746
1392640,345222,AUTUMN CARE OF DREXEL,307 OAKLAND AVENUE,MORGANTON,NC,28655-6928,BURKE,25860,U,2023-01-01,2023-12-31,4,,978,20673,15249,36900,120,43800,,30,92,183,305,,32.6,224.71,105.47,,47,47,202,296,,978,20673,8830,30481,100,36500,,30,92,167,289,,,,,,,,,,,,,,,,,,,4963186,6682200,2736477,1166469,612687,4963186,2048792,23262,,,1598851,251682,,24386,,1394817,,,,203538,,282079,,287957,,,1094697,2777471,418874,201512,32864,,,1405,654655,,,,,,654655,2122816,2122816,2777471,8078461,11018893,,11018893,-1008392,12027285,11645386,381899,334,382233,382233,533620,,12773
1392641,345280,AUTUMN CARE OF RAEFORD,1206 N. FULTON ST,RAEFORD,NC,28376-1926,HOKE,22180,U,2023-01-01,2023-12-31,4,,1257,28639,15840,45736,132,48900,,27,76,179,282,,46.56,376.83,162.18,,58,30,200,288,,1257,28639,15840,45736,132,48180,,27,76,179,282,,,,,,,,,,,,,,,,,,,6166761,6039511,2491373,1087167,789218,6166761,602792,31553,,,1764632,84447,,27464,,1739202,,,,258012,,258360,,272486,,,3730870,5742558,480969,275944,34571,,,400,791884,,,,,,791884,4950674,4950674,5742558,10108619,12882926,,12882926,-1979921,14862847,12206272,2656575,5334,2661909,2661909,719676,,18662
1392642,345281,AHSNF - STANLY MANOR,625 BETHANY ROAD,ALBEMARLE,NC,28001,STANLY,16740,U,2023-01-01,2023-12-31,2,,654,13914,4022,18590,100,36500,,42,41,9,92,,15.57,339.37,202.07,,57,36,16,109,,654,13914,4022,18590,90,32850,,42,41,9,92,,,,,,,,,,,,,,,,,,,3782632,5767780,1103170,792584,816518,3782632,216169,700,,,1192693,310689,,,,-1488395,166092,96811,6793056,,1401040,,,3371309,,,,1882914,249530,,,,,159,249689,,,,,,249689,1633225,1633225,1882914,4248401,5351571,,5351571,220802,5130769,9550412,-4419643,33884,-4385759,-4385759,492671,,5606
1392643,345328,GIVENS ESTATES  INC,2360 SWEETEN CREEK ROAD,ASHEVILLE,NC,28803,BUNCOMBE,11700,U,2023-01-01,2023-12-31,1,,2689,3445,14661,20795,70,25550,,65,7,108,180,,41.37,492.14,115.53,,93,3,78,174,,2689,3445,14661,20795,70,25550,,65,7,108,180,,,,,,,,,,,,,,,,,,,19159422,32356632,2349868,1740685,2487010,19159422,2323100,111879435,,,1928116,180000,,1390906,,119055593,8163906,1875161,180132944,,16162280,,,136223907,,,3813071,259092571,3573460,1688812,28739,,,13720,5678614,40352794,,,102591311,142944105,148622719,110469852,110469852,259092571,8284419,62595187,,62595187,1738107,60857080,51516054,9341026,7518975,16860001,16860001,1596700,,298
1392644,345376,THE CARROLTON AT FAYETTEVILLE,2461 LEGION ROAD,FAYETTEVILLE,NC,28306,CUMBERLAND,22180,U,2023-01-01,2023-12-31,4,,190,461,383,1034,120,43800,,6,1,5,12,,31.67,461,86.17,,6,19,40,65,,190,461,383,1034,120,43800,,6,1,5,12,,,,,,,,,,,,,,,,,,,254550,2313756,89420,182946,23478,254550,33606,-46051,,,406249,67239,,11200,,-1325627,,,,,,395168,,370170,,1064,1064,-954393,392094,-16582,,,,3085,3233318,,15258,,,15358,3248676,-4203069,-4203069,-954393,399800,489333,,489333,43261,446072,2568306,-2122234,150000,-1972234,-1972234,111657,,
1392645,345381,VILLAGE CARE OF KING LLC,440 INGRAM DRIVE,KING,NC,27021-8208,STOKES,49180,U,2023-01-01,2023-12-31,4,,1840,16469,18103,36412,116,42340,,67,57,344,468,,27.46,288.93,67.09,,82,24,356,462,,1840,16469,11480,29789,96,35040,,67,57,320,444,,,,,,,,,,,,,,,,,,,5393810,5946132,3550952,1421400,660115,5393810,1481842,5962,,,1420123,136901,,24409,,1385383,,,,206126,,346821,,249014,2135234,,3223145,4857542,499405,241327,35152,,,10828,786712,,,,2175161,2175161,2961873,1895669,1895669,4857542,8651304,12383304,,12383304,178769,12204535,11339942,864593,42557,907150,907150,1146472,,15346
1392646,345506,MASONIC & EASTERN STAR HOME,700 SOUTH HOLDEN ROAD,GREENSBORO,NC,27407,GUILFORD,24660,U,2023-01-01,2023-12-31,1,,2217,5699,15454,23370,88,33776,,69,3,202,274,,32.13,1899.67,91.76,,77,1,159,237,,2217,5699,9151,17067,60,21900,,69,3,114,186,28,10220,,,5102,5102,,,87,87,,,58.64,,,45,45,,8565798,15208834,2104174,1374479,1622849,8565798,1237421,1483729,,,1128488,,65991,507031,11124637,14558335,271503,2213078,105871300,17374501,2614090,4205668,,101514671,12815980,5141410,17957390,134030396,1671628,1861870,16114,1025000,32820725,613718,38009055,,86368793,,,86368793,124377848,9652548,9652548,134030396,7737301,9841475,,9841475,2250853,7590622,23774632,-16184010,14317786,-1866224,-1866224,1161263,,
1392647,345514,AUTUMN CARE OF NASH,1210 EASTERN DRIVE,NASHVILLE,NC,27856-1817,NASH,40580,U,2023-01-01,2023-12-31,4,,1698,16391,9338,27427,80,29200,,61,56,143,260,,27.84,292.7,88.14,,82,25,119,226,,1698,16391,2447,20536,60,21900,,61,56,116,233,,,,,,,,,,,,,,,,,,,4091830,3846864,1665521,732793,458045,4091830,399792,3616,,,745234,84520,,16344,,680674,,,,365585,,328592,,465684,,2000,1692861,2839219,225826,171752,25138,,,1468,424184,,,,,,424184,2415035,2415035,2839219,6634947,8493174,,8493174,-585454,9078628,7938694,1139934,4320,1144254,1144254,996062,,11584
1392648,345523,UNIVERSAL HEALTHCARE/RAMSEUR,7166 JORDAN,RAMSEUR,NC,27316,RANDOLPH,24660,U,2023-01-01,2023-12-31,4,,1344,17100,9275,27719,90,32850,,35,29,172,236,,38.4,589.66,117.45,,49,14,172,235,,1344,17100,9275,27719,90,32850,,35,29,172,236,,,,,,,,,,,,,,,,,,,3226305,6043573,1567727,1445923,447705,3226305,,3889764,,,1891767,198443,5171,30338,,6638745,,,,158320,,341845,,105593,,,,6744338,473707,151757,23444,1867,,16110,1665624,,,,,,1665624,5078714,5078714,6744338,7522739,9059929,,9059929,137564,8922365,9269878,-347513,198063,-149450,-149450,755327,,13588
1392802,345123,CAROLINA VILLAGE  INC.,600 CAROLINA VILLAGE ROAD,HENDERSONVILLE,NC,28792,HENDERSON,11700,U,2023-04-01,2024-03-31,2,,2324,,12660,14984,58,21228,,75,,104,179,,30.99,,83.71,,76,,93,169,,2324,,12660,14984,58,21228,,75,,104,179,,,,,,,,,,,,,,,,,,,14226714,19259617,1601613,1545660,2182489,14226714,,3778623,16727157,,572607,,129761,408347,,23743142,1513495,4275310,156630652,,,8356443,,107246486,,7666764,7666764,138656392,1245799,3872667,44548,2474998,505755,,8143767,56196098,,,67153470,123349568,131493335,7163057,7163057,138656392,36265289,40199670,,40199670,7930628,32269042,33486331,-1217289,3613072,2395783,2395783,1217747,,
1392803,345316,HENDERSON SC OPERATIONS,2275 RUIN CREEK RD,HENDERSON,NC,27536,VANCE,99934,R,2023-07-06,2023-12-31,5,,702,4608,5650,10960,114,20406,,5,9,17,31,,140.4,512,365.35,,15,5,20,40,,702,4608,3093,8403,60,10740,,5,9,9,23,,,,,,,,,,,,,,,,,,,802082,1822239,720211,255814,78815,802082,,-28676,,,1432679,43351,,,,1360652,,,,3700,,24104,,26083,,70487,70487,1457222,563855,61068,,,,68506,1044580,,,,,,1044580,499344,499344,1543924,2914467,3634679,,3634679,511014,3123665,2624321,499344,,499344,499344,284423,,
1392919,345479,MORAVIAN  HOME  INC DBA SALEMTOWNE,1000 SALEMTOWNE ROAD,WINSTON SALEM,NC,27106,FORSYTH,49180,U,2023-04-01,2024-03-31,1,,4870,2539,31608,39017,120,43920,,202,3,346,551,,24.11,846.33,59.51,,234,1,336,571,,4870,2539,24487,31896,100,36600,,202,3,331,536,,,,,,,,,,,,,,,,,,,14906258,25176178,7441667,2610537,2268443,14906258,2783659,2143319,22901011,,2034343,421384,,164245,,28619277,1731678,2556349,127186791,,,7118356,,101208089,,,,129827366,1104121,4074869,,,34033747,,39848234,83572433,,,5532873,89105306,128953540,873826,873826,129827366,16405722,41518128,,41518128,6866376,34651752,40082436,-5430684,5995522,564838,564838,3000253,,6200
1392920,345541,LAKESIDE HEALTH & REHAB,13825 HUTON LANE,HUNTERSVILLE,NC,28078,MECKLENBURG,16740,U,2022-12-01,2023-12-31,4,,3876,19047,15896,38819,114,45144,,91,73,179,343,,42.59,260.92,113.17,,138,38,181,357,,3876,19047,15896,38819,114,45144,,91,73,179,343,,,,,,,,,,,,,,,,,,,5304955,8315293,7348270,1925164,699581,5304955,2265674,17824,,,2288378,238871,,12203,,2079534,,,,14986,,140001,,140217,,12660,235774,2455525,617278,162713,41176,,,2279,823446,,,,,,823446,1632079,1632079,2455525,10733491,18164950,,18164950,3048072,15116878,13620248,1496630,135449,1632079,1632079,2306424,,11924
1393007,345450,WESTWOOD HEALTH AND REHAB CTR,625 ASHLAND DRIVE,ARCHDALE,NC,27263,RANDOLPH,24660,U,2023-01-01,2023-12-31,6,,994,14109,6492,21595,68,24820,,38,51,204,293,,26.16,276.65,73.7,,39,56,199,294,,994,14109,6492,21595,68,24820,,38,51,204,293,,,,,,,,,,,,,,,,,,,2650142,3680124,2142069,604268,318969,2650142,,2187,,,892102,,,36109,,61075580,,,9188242,567821,,438906,,7910275,,,300,68986155,44444,159932,-10750,,,1491601,60237960,,,,7772989,7772989,68010949,975206,975206,68986155,7638475,9780304,,9780304,2161031,7619273,6330266,1289007,45349,1334356,1334356,591599,,23555
1393206,345329,GATEWAY REHAB & HEALTHCARE,2030 HARPER AVENUE  NW,LENOIR,NC,28645,CALDWELL,25860,U,2023-01-01,2023-12-31,6,,1973,25544,3859,31376,100,36500,,28,101,126,255,,70.46,252.91,123.04,,29,99,125,253,,1973,25544,3859,31376,100,36500,,28,101,126,255,,,,,,,,,,,,,,,,,,,4114302,5717837,2094663,836793,470903,4114302,,-211,,,1119926,,,53442,,95286256,,,17190338,762990,,448967,,13583099,,,,108869355,20700,232446,-10835,,,3141324,86690076,,,,15782818,15782818,102472894,6396461,6396461,108869355,9140602,11235265,,11235265,1113764,10121501,9832139,289362,53566,342928,342928,1114961,,308387
1395101,345447,EMERALD RIDGE REHAB & CARE CTR,25 REYNOLDS MOUNTAIN BLVD.,ASHEVILLE,NC,28804,BUNCOMBE,11700,U,2023-01-01,2023-12-31,6,,2180,26082,6134,34396,100,36500,,47,61,126,234,,46.38,427.57,146.99,,43,61,129,233,,2180,26082,6134,34396,100,36500,,47,61,126,234,,,,,,,,,,,,,,,,,,,4019250,5534663,2642479,897806,495187,4019250,,-1411,,,1218427,,,55359,,99967193,,,14636888,489441,,428794,,11687107,,,9604,111663904,29528,230780,300,,,2996313,86428989,,,,13679032,13679032,100108021,11555883,11555883,111663904,11389570,14032049,,14032049,2581627,11450422,9553913,1896509,28496,1925005,1925005,1150496,,97247
1395194,345482,CARRIAGE CLUB OF CHARLOTTE,5800  OLD PROVIDENCE ROAD,CHARLOTTE,NC,28226,MECKLENBURG,16740,U,2023-01-01,2023-12-31,4,,1010,,111130,112140,430,156950,,42,,74,116,,24.05,,98.76,,21,,49,70,,1010,,6002,7012,44,16060,,42,,29,71,,,,,,,,,,,,,,,,,,,7291106,17300525,912225,426312,858174,7291106,,24700459,,,157323,37402,91856,227190,,43427170,10890000,1051397,103482147,,157380,5168335,,67721522,,-1040253,-1040253,110108439,800988,88285,,-129078,-67868,559115,1251442,59439505,-583973,,,58855532,60106974,50001465,50001465,110108439,3146761,4652066,705282,5357348,-14213721,19571069,24591631,-5020562,1739518,-3281044,-3281044,564905,,
1395195,345495,THE STEWART HEALTH CENTER,3442 CYPRESS CLUB DRIVE,CHARLOTTE,NC,28210,MECKLENBURG,16740,U,2023-01-01,2023-12-31,2,,886,,21667,22553,79,28835,,22,,35,57,,40.27,,346.52,,36,,28,64,,886,,18519,19405,65,23725,,22,,34,56,14,5110,,,3148,3148,,,1,1,,,3148,,,15,15,,12901854,18517056,1112842,971128,1182733,12901854,,1117840,,,27787220,,155804,530189,,29591053,,13508,34919709,,648170,1717053,,26167211,,6268455,6268455,62026719,25992365,1695112,,,,3136429,30823906,,8898499,,,8898499,39722405,22304314,22304314,62026719,9784515,10897357,,10897357,3644616,7252741,31418910,-24166169,24457021,290852,290852,465666,,
1395396,345081,ACCORDIUS HEALTH AT ROSE MANOR LLC,4230 NORTH ROXBORO ROAD,DURHAM,NC,27704,DURHAM,20500,U,2023-01-01,2023-12-31,5,,1404,27342,4071,32817,111,40515,,31,116,106,253,,45.29,235.71,129.71,,45,95,113,253,,1404,27342,4071,32817,111,40515,,31,116,106,253,,,,,,,,,,,,,,,,,,,2770578,8250910,1158900,1247623,349255,2770578,,77199,,,4888029,1053783,,103432,312496,4327373,,,766858,,,287577,,1484210,,624270,624270,6435853,1976556,75698,,,,100907,2153161,,10752,,50446,61199,2214360,4221493,4221493,6435853,10891152,12050052,,12050052,423974,11626078,11021488,604590,4770,609360,609360,855785,,63532
1395397,345375,SCOTLAND MANOR HEALTH & REHAB,920 JR HIGH SCHOOL ROAD,SCOTLAND NECK,NC,27874,HALIFAX,99934,R,2023-01-01,2023-12-31,4,,438,13964,2548,16950,62,22630,,13,60,63,136,,33.69,232.73,124.63,,19,36,68,123,,438,13964,2548,16950,62,22630,,13,60,63,136,,,,,,,,,,,,,,,,,,,1951262,3555298,398596,512132,309315,1951262,,215072,,,531300,101114,,11999,-370699,286558,,,17168,,,50351,,98724,,16296,16296,401578,288884,60149,,,,-207463,141570,,-5147,,,-5144,136426,265152,265152,401578,5255644,5654240,,5654240,116560,5537680,5506560,31120,237,31357,31357,255363,,54813
1395398,345406,GATES HEALTH AND REHABILITATION,38 CARTERS ROAD,GATESVILLE,NC,27938,GATES,47260,U,2023-01-01,2023-12-31,4,,1228,13130,1552,15910,80,29200,,21,84,26,131,,58.48,156.31,121.45,,42,51,34,127,,1228,13130,1552,15910,80,29200,,21,84,26,131,,,,,,,,,,,,,,,,,,,1893966,3910075,581908,627797,208159,1893966,,47845,,,701197,88499,,20851,-274517,406877,,,34740,,,62241,,87989,,20594,20594,515460,691887,51304,,,,103697,846888,,-12635,,,-12635,834253,-318793,-318793,515460,5119666,5701574,,5701574,218390,5483184,5804041,-320857,498,-320359,-320359,701578,,160090
1395545,345003,SILAS CREEK REHABILITATION CENTER,3350 SILAS CREEK PARKWAY,WINSTON-SALEM,NC,27103-3071,FORSYTH,49180,U,2023-01-01,2023-12-31,4,,2868,15436,10161,28465,90,32850,,101,41,306,448,,28.4,376.49,63.54,,122,22,323,467,,2868,15436,10161,28465,90,32850,,101,41,306,448,,,,,,,,,,,,,,,,,,,4865347,4308223,3142384,1440342,608038,4865347,,2471,,,1954028,567872,,60192,1464,1393610,,,,721129,313530,,,659220,,1386339,1386339,3439169,128791,304129,,597787,,4004,1060252,,836727,,,836727,1896979,1542190,1542190,3439169,9598182,12803217,,12803217,2497056,10306161,9173570,1132591,16833,1149424,1149424,1835473,,30340
